key,timestamp,event,attempt
t,1718100069.9036658,keyup,36
u,1718100069.9436707,keydown,36
u,1718100070.0389485,keyup,36
m,1718100070.1689541,keydown,36
m,1718100070.2799542,keyup,36
i,1718100070.501544,keydown,37
i,1718100070.578542,keyup,37
n,1718100070.737547,keydown,37
e,1718100070.827547,keydown,37
n,1718100070.8315535,keyup,37
e,1718100070.979615,keyup,37
t,1718100071.0221913,keydown,37
t,1718100071.103195,keyup,37
u,1718100071.164193,keydown,37
u,1718100071.255198,keyup,37
m,1718100071.4367306,keydown,37
m,1718100071.5437346,keyup,37
i,1718100071.8037405,keydown,38
i,1718100071.8947384,keyup,38
n,1718100072.0497472,keydown,38
n,1718100072.1207466,keyup,38
e,1718100072.160748,keydown,38
e,1718100072.2915154,keyup,38
t,1718100072.3115122,keydown,38
t,1718100072.4423306,keyup,38
u,1718100072.4453301,keydown,38
u,1718100072.5366647,keyup,38
m,1718100072.6769302,keydown,38
m,1718100072.7879312,keyup,38
i,1718100073.0085201,keydown,39
i,1718100073.0935278,keyup,39
n,1718100073.2545283,keydown,39
n,1718100073.3265312,keyup,39
e,1718100073.3665276,keydown,39
e,1718100073.4975374,keyup,39
t,1718100073.541533,keydown,39
t,1718100073.6471233,keyup,39
u,1718100073.7171257,keydown,39
u,1718100073.8241298,keyup,39
m,1718100073.984944,keydown,39
m,1718100074.1017478,keyup,39
i,1718100074.3617878,keydown,40
i,1718100074.442783,keyup,40
n,1718100074.6165845,keydown,40
n,1718100074.6975842,keyup,40
e,1718100074.7395859,keydown,40
e,1718100074.8935895,keyup,40
t,1718100074.9425926,keydown,40
t,1718100075.0534477,keyup,40
u,1718100075.08545,keydown,40
u,1718100075.188351,keyup,40
m,1718100075.3597493,keydown,40
m,1718100075.463353,keyup,40
i,1718100075.705617,keydown,41
i,1718100075.7885416,keyup,41
n,1718100076.1218345,keydown,41
n,1718100076.2238355,keyup,41
e,1718100076.2528355,keydown,41
e,1718100076.3839269,keyup,41
t,1718100076.4619396,keydown,41
t,1718100076.5259297,keyup,41
u,1718100076.5889325,keydown,41
u,1718100076.690939,keyup,41
m,1718100076.8209395,keydown,41
m,1718100076.9529393,keyup,41
i,1718100077.126147,keydown,42
i,1718100077.2181475,keyup,42
n,1718100077.3791602,keydown,42
n,1718100077.460156,keyup,42
e,1718100077.4801536,keydown,42
e,1718100077.6251626,keyup,42
t,1718100077.6851597,keydown,42
t,1718100077.7661593,keyup,42
u,1718100077.8051636,keydown,42
u,1718100077.8971639,keyup,42
m,1718100078.0378687,keydown,42
m,1718100078.1528692,keyup,42
i,1718100078.4149354,keydown,43
i,1718100078.5124795,keyup,43
n,1718100078.6608284,keydown,43
n,1718100078.7423337,keyup,43
e,1718100078.7604995,keydown,43
e,1718100078.9027853,keyup,43
t,1718100078.962845,keydown,43
t,1718100079.0528402,keyup,43
u,1718100079.126839,keydown,43
u,1718100079.218841,keyup,43
m,1718100079.399848,keydown,43
m,1718100079.5104356,keyup,43
i,1718100079.755291,keydown,44
i,1718100079.8474352,keyup,44
n,1718100080.037469,keydown,44
n,1718100080.1117773,keyup,44
e,1718100080.14178,keydown,44
e,1718100080.263779,keyup,44
t,1718100080.3137805,keydown,44
t,1718100080.4150848,keyup,44
u,1718100080.4640832,keydown,44
u,1718100080.5560832,keyup,44
m,1718100080.7320967,keydown,44
m,1718100080.8317947,keyup,44
i,1718100081.117808,keydown,45
i,1718100081.2098022,keyup,45
n,1718100081.3599048,keydown,45
n,1718100081.4607878,keyup,45
e,1718100081.4817889,keydown,45
e,1718100081.6376684,keyup,45
t,1718100081.6416645,keydown,45
t,1718100081.7581654,keyup,45
u,1718100081.7973757,keydown,45
u,1718100081.8879957,keyup,45
m,1718100082.0081232,keydown,45
m,1718100082.113126,keyup,45
i,1718100082.7221408,keydown,46
i,1718100082.8031404,keyup,46
n,1718100082.9977028,keydown,46
n,1718100083.085838,keyup,46
e,1718100083.118847,keydown,46
e,1718100083.2628407,keyup,46
t,1718100083.3008533,keydown,46
t,1718100083.3918428,keyup,46
u,1718100083.4648855,keydown,46
u,1718100083.5428772,keyup,46
m,1718100083.718882,keydown,46
m,1718100083.8198829,keyup,46
i,1718100084.1869764,keydown,47
i,1718100084.2622943,keyup,47
n,1718100084.4313903,keydown,47
e,1718100084.5228417,keydown,47
n,1718100084.527844,keyup,47
e,1718100084.674389,keyup,47
t,1718100084.697785,keydown,47
t,1718100084.8075764,keyup,47
u,1718100084.85876,keydown,47
u,1718100084.9408836,keyup,47
m,1718100085.0785453,keydown,47
m,1718100085.18455,keyup,47
i,1718100085.4955516,keydown,48
i,1718100085.5765586,keyup,48
n,1718100085.7316794,keydown,48
n,1718100085.8126814,keyup,48
e,1718100085.8426907,keydown,48
e,1718100085.9636834,keyup,48
t,1718100086.0136442,keydown,48
t,1718100086.1286476,keyup,48
u,1718100086.198649,keydown,48
u,1718100086.2906537,keyup,48
m,1718100086.441654,keydown,48
m,1718100086.533685,keyup,48
i,1718100086.940762,keydown,49
i,1718100087.0387058,keyup,49
n,1718100087.2157075,keydown,49
n,1718100087.289711,keyup,49
e,1718100087.3167121,keydown,49
e,1718100087.4578962,keyup,49
t,1718100087.4981158,keydown,49
t,1718100087.581242,keyup,49
u,1718100087.672247,keydown,49
u,1718100087.7738776,keyup,49
m,1718100087.924121,keydown,49
m,1718100088.0248218,keyup,49
